machine_id,timestamp,lstm_probability,lstm_prediction,sensor_abnormality,trend_score,vibration,temperature,current,pressure,risk_score,risk_level,risk_rank
M021,2026-06-30 23:00:00,0.0049590339749358,0,0.0,0.20473028412347832,0.4653790024912936,54.12972066891275,10.821071139708511,98.09116189862208,0.033684963003483226,LOW,31
M019,2026-06-30 23:00:00,0.0049444889768703,0,0.0,0.19492455688190047,0.2607518047364618,56.50662403804294,11.530521454773172,103.4088125270475,0.03220537691840725,LOW,32
M026,2026-06-30 23:00:00,0.004893588875203,0,0.0,0.1798944751397934,0.3101137833227474,54.65614408137488,12.47161516622265,100.83561845914548,0.02992032459609081,LOW,33
M012,2026-06-30 23:00:00,0.0048946114285006,0,0.030017827258467578,0.12848400255425244,0.2349910863707662,53.42961467766721,12.883932118481336,104.99792863802044,0.02971382405485512,LOW,34
M025,2026-06-30 23:00:00,0.0049247513074294,0,0.0,0.1632731228132685,0.3162825199221861,53.61479391646496,12.444242437984316,101.09566419105674,0.027445819206447914,LOW,35
M038,2026-06-30 23:00:00,0.0049019212878933,0,0.0,0.138358850609107,0.4602483063954712,56.249621720594696,11.703218865342285,100.68910951781407,0.02369498036410203,LOW,36
M008,2026-06-30 23:00:00,0.0049168639284227,0,0.02522384663104338,0.09158856644424627,0.2373880766844783,54.54221517171241,12.168433116157082,98.43207277895688,0.022994364981451406,LOW,37
M004,2026-06-30 23:00:00,0.0049727735330619,0,0.0,0.0839018854699328,0.4868601264356592,56.30221032995539,11.433905806913998,99.53166998819664,0.01556894694032706,LOW,38
M035,2026-06-30 23:00:00,0.0050896188422156,0,0.0,0.07929702645491091,0.2573579719476326,53.08648894303536,12.3997841350386,96.20747012282771,0.014948325273565995,LOW,39
M017,2026-06-30 23:00:00,0.0049204812266337,0,0.0,0.027672154604245942,0.3096341915810335,53.64987432931638,11.527664938762134,100.39828554861012,0.007103111926617112,LOW,40
